# BEGIN PLOT
LegendOnly=//itp/scratch/rauch/Projekte/VBFNLO/VBSCAN/VBSComparison/parton-shower/VBFNLO/VBFNLO-NLO.yoda/MC_VBSCAN_MCComparison/y_j3 //itp/scratch/rauch/Projekte/VBFNLO/VBSCAN/VBSComparison/parton-shower/MG5_aMC/run_PY8_5M_NLOPS_error_scalestat.yoda/MC_VBSCAN_MCComparison/y_j3 //itp/scratch/rauch/Projekte/VBFNLO/VBSCAN/VBSComparison/parton-shower/MG5_aMC/run_PY8_5M_NLOPS_error_scale.yoda/MC_VBSCAN_MCComparison/y_j3
DrawOnly=//itp/scratch/rauch/Projekte/VBFNLO/VBSCAN/VBSComparison/parton-shower/VBFNLO/VBFNLO-NLO.yoda/MC_VBSCAN_MCComparison/y_j3 //itp/scratch/rauch/Projekte/VBFNLO/VBSCAN/VBSComparison/parton-shower/MG5_aMC/run_PY8_5M_NLOPS_error_scalestat.yoda/MC_VBSCAN_MCComparison/y_j3 //itp/scratch/rauch/Projekte/VBFNLO/VBSCAN/VBSComparison/parton-shower/MG5_aMC/run_PY8_5M_NLOPS_error_scale.yoda/MC_VBSCAN_MCComparison/y_j3
YMax=0.115
Title=Rapidity of the third jet
RatioPlotReference=//itp/scratch/rauch/Projekte/VBFNLO/VBSCAN/VBSComparison/parton-shower/VBFNLO/VBFNLO-NLO.yoda/MC_VBSCAN_MCComparison/y_j3
RatioPlotSameStyle=1
RatioPlot=1
LogY=0
RatioPlotYLabel=Ratio
LegendXPos=0.25
XLabel=$y_{j3}$
XMax=4.5
YLabel=$d~\sigma_{WW\to e^+\nu \mu^+\nu}/d~y_{j3}$~[fb]
XMin=-4.5
YMin=0
LegendYPos=0.99
Legend=1
# END PLOT

# BEGIN HISTO1D //itp/scratch/rauch/Projekte/VBFNLO/VBSCAN/VBSComparison/parton-shower/VBFNLO/VBFNLO-NLO.yoda/MC_VBSCAN_MCComparison/y_j3
ErrorBandColor=red
ErrorBandOpacity=0.3
ErrorBands=1
LineColor=red
LineStyle=solid
Path=//itp/scratch/rauch/Projekte/VBFNLO/VBSCAN/VBSComparison/parton-shower/VBFNLO/VBFNLO-NLO.yoda/MC_VBSCAN_MCComparison/y_j3
RatioPlotErrorBandColor=red
ScaledBy=1
Title=NLO
XLabel=
YLabel=
# xlow	 xhigh	 val	 errminus	 errplus
-5.000000e+00	-4.500000e+00	0.000000e+00	0.000000e+00	0.000000e+00
-4.500000e+00	-4.000000e+00	1.026427e-02	6.471920e-06	6.471920e-06
-4.000000e+00	-3.500000e+00	2.711317e-02	1.217367e-05	1.217367e-05
-3.500000e+00	-3.000000e+00	4.976426e-02	1.858437e-05	1.858437e-05
-3.000000e+00	-2.500000e+00	6.884879e-02	2.353625e-05	2.353625e-05
-2.500000e+00	-2.000000e+00	7.543039e-02	2.663978e-05	2.663978e-05
-2.000000e+00	-1.500000e+00	6.819693e-02	2.577234e-05	2.577234e-05
-1.500000e+00	-1.000000e+00	5.276349e-02	2.356438e-05	2.356438e-05
-1.000000e+00	-5.000000e-01	3.718892e-02	2.083490e-05	2.083490e-05
-5.000000e-01	0.000000e+00	2.782133e-02	1.841809e-05	1.841809e-05
0.000000e+00	5.000000e-01	2.779137e-02	2.008951e-05	2.008951e-05
5.000000e-01	1.000000e+00	3.715426e-02	2.108808e-05	2.108808e-05
1.000000e+00	1.500000e+00	5.272035e-02	2.441177e-05	2.441177e-05
1.500000e+00	2.000000e+00	6.810902e-02	2.646550e-05	2.646550e-05
2.000000e+00	2.500000e+00	7.538077e-02	2.674063e-05	2.674063e-05
2.500000e+00	3.000000e+00	6.879595e-02	2.466872e-05	2.466872e-05
3.000000e+00	3.500000e+00	4.974006e-02	1.974404e-05	1.974404e-05
3.500000e+00	4.000000e+00	2.708411e-02	1.377051e-05	1.377051e-05
4.000000e+00	4.500000e+00	1.025332e-02	6.957145e-06	6.957145e-06
4.500000e+00	5.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D

# BEGIN HISTO1D //itp/scratch/rauch/Projekte/VBFNLO/VBSCAN/VBSComparison/parton-shower/MG5_aMC/run_PY8_5M_NLOPS_error_scalestat.yoda/MC_VBSCAN_MCComparison/y_j3
ErrorBandColor=green
ErrorBandOpacity=0.3
ErrorBands=1
LineColor=green
LineStyle=solid
Path=//itp/scratch/rauch/Projekte/VBFNLO/VBSCAN/VBSComparison/parton-shower/MG5_aMC/run_PY8_5M_NLOPS_error_scalestat.yoda/MC_VBSCAN_MCComparison/y_j3
RatioPlotErrorBandColor=green
Title=MG5_aMC+Pythia 8(scale+stat)
# xlow	 xhigh	 val	 errminus	 errplus
-5.000000e+00	-4.500000e+00	0.000000e+00	0.000000e+00	0.000000e+00
-4.500000e+00	-4.000000e+00	9.000810e-03	1.827170e-03	5.417350e-04
-4.000000e+00	-3.500000e+00	2.410176e-02	1.512434e-03	1.938995e-03
